going,ran,num,pos,ovr_btn,btn,age,sex,lbs,time,secs,dec,or,rpr,jockey,trainer
Good,4,3,1,0,0,3,G,154,04:14.8,254.8,3.25,–,136,Mick Fitzgerald,Nicky Henderson
Good,4,4,2,30,30,3,F,152,04:20.8,260.8,2.38,–,110,A P McCoy,M C Pipe
Good,4,2,3,41,11,3,G,154,04:23.0,263,34,–,96,Adrian Maguire,Jonjo ONeill
Good,4,1,4,43,2,3,G,157,04:23.4,263.4,3,–,99,Carl Llewellyn,Nigel Twiston-Davies
Good,7,2,1,0,0,8,G,164,06:51.6,411.6,17,–,133,Joe Tizzard,Colin Tizzard
Good,7,1,2,0.3,0.3,8,G,164,06:51.7,411.66,2.1,–,138,Richard Johnson,Alan King
Good,7,6,3,19.25,19,6,G,156,06:55.4,415.45,13,–,114,Norman Williamson,Kim Bailey
Good,7,7,4,26.25,7,7,G,156,06:56.8,416.85,5,–,109,R Farrant,Henry Daly
Good,7,4,5,46.25,20,6,G,160,07:00.9,420.85,11,118,118,Philip Hide,J T Gifford
Good,7,3,F,-,-,7,G,164,-,-,6,–,–,A P McCoy,M C Pipe
Good,7,5,PU,-,-,7,G,156,-,-,101,63,–,S Burrough,F G Tucker
Good,9,1,1,0,0,5,G,164,04:19.5,259.5,3,–,126,Joe Tizzard,Paul Nicholls
Good,9,9,2,6,6,5,G,154,04:20.7,260.7,17,–,110,Philip Hide,J T Gifford
Good,9,4,3,8.5,2.5,4,G,154,04:21.2,261.2,15,–,108,Richard Johnson,Philip Hobbs
Good,9,6,4,12,3.5,5,G,154,04:21.9,261.9,8,–,105,Mick Fitzgerald,Nicky Henderson
Good,9,8,5,26,14,5,G,154,04:24.7,264.7,17,–,92,Jim Culloty,Henrietta Knight
Good,9,7,6,34,8,6,G,151,04:26.3,266.3,51,–,84,Mr R Widger,Philip Hobbs
Good,9,10,7,37,3,4,F,149,04:26.9,266.9,13,–,74,Andrew Thornton,David Arbuthnot
Good,9,5,8,58,21,5,H,154,04:31.1,271.1,2.25,–,87,A P McCoy,M C Pipe
Good,9,3,9,62,4,4,G,154,04:31.9,271.9,51,–,79,Barry Fenton,Paul Webber
Good,9,4,1,0,0,4,F,152,04:14.6,254.6,2.2,123,135,A P McCoy,M C Pipe
Good,9,8,2,0.1,0.1,8,G,136,04:14.6,254.62,8.5,114,125,David OMeara,Pam Sly
Good,9,5,3,3,3,5,G,147,04:15.2,255.2,6,118,126,Andrew Thornton,Seamus Mullins
Good,9,6,4,20,17,9,G,142,04:18.6,258.6,21,113,107,Norman Williamson,Ray Peacock
Good,9,7,5,23,3,6,G,138,04:19.2,259.2,8,112,100,R Forristal,Sirrell Griffiths
Good,9,9,6,24.75,1.75,6,G,140,04:19.6,259.55,11,111,97,Carl Llewellyn,N A Gaselee
Good,9,1,7,29.75,5,4,G,168,04:20.6,260.55,11,139,120,Mick Fitzgerald,Nicky Henderson
Good,9,2,8,30.75,1,4,G,168,04:20.8,260.75,26,139,119,G Tormey,Ian Williams
Good,9,3,PU,-,-,6,M,156,-,-,21,127,–,J R Kavanagh,Nicky Henderson
Good,6,3,1,0,0,8,G,142,06:41.6,401.6,4,130,137,Richard Johnson,Henry Daly
Good,6,1,2,3.5,3.5,9,G,164,06:42.3,402.3,8,152,155,Adrian Maguire,Alan King
Good,6,6,3,33.5,30,8,G,140,06:48.3,408.3,5.5,128,116,Norman Williamson,Kim Bailey
Good,6,5,4,37,3.5,8,M,140,06:49.0,409,13,128,96,Carl Llewellyn,D R Gandolfo
Good,6,4,5,43,6,5,G,140,06:50.2,410.2,9,128,90,Joe Tizzard,Paul Nicholls
Good,6,2,PU,-,-,7,G,149,-,-,2.75,137,–,Mick Fitzgerald,Nicky Henderson
Good,9,6,1,0,0,7,G,141,05:30.7,330.7,11,101,116,A Garrity,Richard Rowe
Good,9,2,2,4,4,11,G,164,05:31.5,331.5,4.33,119,130,B J Crowley,Venetia Williams
Good,9,7,3,22,18,10,G,140,05:35.1,335.1,17,100,93,Danny OSullivan,Bob Buckler
Good,9,4,4,29,7,7,G,153,05:36.5,336.5,7.5,108,91,O Burrows,Charlie Morlock
Good,9,5,5,34,5,7,G,152,05:37.5,337.5,2.88,107,92,Jason Maguire,Tom George
Good,9,1,6,53,19,9,G,160,05:41.3,341.3,34,120,79,Joffret Huet,M C Pipe
Good,9,9,7,77,24,8,G,140,05:46.1,346.1,17,95,30,L Cummins,C L Popham
Good,9,3,8,77.5,0.5,11,G,150,05:46.2,346.2,51,110,45,G Lake,D McCain
Good,9,8,F,-,-,10,G,142,-,-,4.5,97,112,Mr R Widger,Paul Nicholls
Good,9,2,1,0,0,6,G,148,06:02.8,362.8,11,142,156,Norman Williamson,Venetia Williams
Good,9,3,2,4,4,7,G,141,06:03.6,363.6,11,135,144,L Cummins,J S King
Good,9,4,3,23,19,8,G,140,06:07.4,367.4,8,134,124,Richard Johnson,Alan King
Good,9,7,4,24,1,5,G,140,06:07.6,367.6,8,134,123,Timmy Murphy,Mark Pitman
Good,9,9,5,25.5,1.5,9,G,135,06:07.9,367.9,17,134,121,Barry Keniry,Nigel Hawke
Good,9,1,6,31.5,6,9,G,161,06:09.1,369.1,7.5,162,145,Tom Scudamore,Nigel Twiston-Davies
Good,9,6,7,61.5,30,9,G,137,06:15.1,375.1,7.5,134,–,Jamie Goldstein,A Streeter
Good,9,8,8,64.5,3,9,G,140,06:15.7,375.7,26,134,–,Carl Llewellyn,Jim Old
Good,9,5,PU,-,-,5,M,140,-,-,3,134,–,Joe Tizzard,Paul Nicholls
Good To Soft,9,7,1,0,0,6,G,153,05:34.8,334.8,7,134,166,Richard Johnson,Jonjo ONeill
Good To Soft,9,4,2,22,22,8,G,156,05:39.2,339.2,5.5,137,151,Norman Williamson,Venetia Williams
Good To Soft,9,8,3,24.5,2.5,7,G,151,05:39.7,339.7,7,132,140,Joe Tizzard,Paul Nicholls
Good To Soft,9,1,4,28,3.5,9,G,164,05:40.4,340.4,10,145,149,Andrew Thornton,Philip Hobbs
Good To Soft,9,3,5,50,22,8,G,158,05:44.8,344.8,7,139,133,A P McCoy,M C Pipe
Good To Soft,9,5,6,55,5,9,G,154,05:45.8,345.8,41,135,112,Carl Llewellyn,Simon Dow
Good To Soft,9,9,F,-,-,8,G,145,-,-,13,126,–,Barry Fenton,Richard Rowe
Good To Soft,9,6,F,-,-,8,G,154,-,-,6.5,135,–,D J Casey,Edward Stanners
Good To Soft,9,2,PU,-,-,7,G,163,-,-,7.5,144,–,Mick Fitzgerald,Nicky Henderson
Good To Soft,3,2,1,0,0,5,G,155,05:14.5,314.5,1.62,131,147,A P McCoy,M C Pipe
Good To Soft,3,1,2,4,4,4,G,161,05:15.3,315.3,4.33,147,143,Andrew Thornton,Henry Daly
Good To Soft,3,3,3,34,30,8,G,155,05:21.3,321.3,4.33,134,122,Richard Johnson,Alan King
Good To Soft,4,2,1,0,0,5,G,156,04:20.7,260.7,3.5,151,156,A P McCoy,M C Pipe
Good To Soft,4,4,2,21,21,9,G,140,04:24.9,264.9,3.5,135,116,Barry Fenton,D R Gandolfo
Good To Soft,4,3,3,29,8,8,G,150,04:26.5,266.5,4.5,145,118,Joe Tizzard,Paul Nicholls
Good To Soft,4,1,4,30.25,1.25,9,G,168,04:26.8,266.75,3.75,163,147,Mick Fitzgerald,Paul Nicholls
Good To Soft,5,3,1,0,0,5,M,159,05:34.7,334.7,1.73,–,155,A P McCoy,M C Pipe
Good To Soft,5,2,2,30,30,7,G,161,05:40.7,340.7,5,111,122,Mick Fitzgerald,J T Gifford
Good To Soft,5,5,3,60,30,6,M,152,05:46.7,346.7,67,–,–,Richard Johnson,Dr P Pritchard
Good To Soft,5,4,4,65,5,7,G,157,05:47.7,347.7,67,–,–,T Dascombe,Charles Pogson
Good To Soft,5,1,F,-,-,5,G,161,-,-,3.5,127,119,D J Casey,Oliver Sherwood
Good To Soft,7,1,1,0,0,10,G,162,04:17.8,257.8,7.5,–,166,Richard Johnson,Alan King
Good To Soft,7,4,2,0.3,0.3,4,G,156,04:17.9,257.86,4.33,–,162,A P McCoy,M C Pipe
Good To Soft,7,7,3,11.25,11,6,G,154,04:20.0,260.05,12,154,150,Leighton Aspell,Pat Murphy
Good To Soft,7,6,4,13,1.75,7,G,154,04:20.4,260.4,21,143,145,Norman Williamson,J T Gifford
Good To Soft,7,2,5,17,4,4,G,158,04:21.2,261.2,2.5,164,145,Mick Fitzgerald,Nicky Henderson
Good To Soft,7,5,6,39,22,8,G,154,04:25.6,265.6,15,144,119,Alan Dempsey,Mrs M Reveley
Good To Soft,7,3,F,-,-,5,G,158,-,-,6,156,154,Timmy Murphy,Jim Old
Good To Soft,9,2,1,0,0,5,G,161,06:22.5,382.5,3.75,–,153,Carl Llewellyn,Nigel Twiston-Davies
Good To Soft,9,7,2,2.5,2.5,5,G,154,06:23.0,383,11,–,141,Richard Johnson,Alan King
Good To Soft,9,1,3,29.5,27,5,G,161,06:28.4,388.4,2.75,–,124,A P McCoy,M C Pipe
Good To Soft,9,6,4,31,1.5,7,G,154,06:28.7,388.7,34,105,112,L Cummins,J S King
Good To Soft,9,9,5,60,29,5,G,154,06:34.5,394.5,17,106,98,Norman Williamson,J T Gifford
Good To Soft,9,5,6,68,8,5,G,154,06:36.1,396.1,8,116,75,Joe Tizzard,Paul Nicholls
Good To Soft,9,8,7,98,30,6,G,154,06:42.1,402.1,101,92,–,D J Casey,Robin Mathew
Good To Soft,9,4,8,103,5,4,G,158,06:43.1,403.1,34,104,–,Andrew Thornton,Michael Chapman
Good To Soft,9,3,PU,-,-,5,G,161,-,-,5,–,–,Mick Fitzgerald,Simon Sherwood
Soft,6,2,1,0,0,4,G,154,06:16.4,376.4,13,144,167,Richard Johnson,Henry Daly
Soft,6,1,2,10,10,7,G,166,06:18.4,378.4,2.1,171,172,A P McCoy,M C Pipe
Soft,6,4,3,31,21,11,G,154,06:22.6,382.6,3.25,144,142,Tony Dobbin,Nicky Richards
Soft,6,5,4,61,30,8,G,154,06:28.6,388.6,5.5,–,96,Carl Llewellyn,Nigel Twiston-Davies
Soft,6,6,5,65,4,10,M,149,06:29.4,389.4,34,106,87,Jim Culloty,Victor Dartnall
Soft,6,3,6,69,4,9,G,154,06:30.2,390.2,101,86,88,Timmy Murphy,Dr P Pritchard
Soft,7,2,1,0,0,6,G,165,05:40.2,340.2,8.5,127,147,Adrian Maguire,Philip Hobbs
Soft,7,5,2,23,23,6,G,155,05:44.8,344.8,9,117,114,Richard Johnson,Henry Daly
Soft,7,8,3,28,5,10,G,137,05:45.8,345.8,9,106,98,Danny OSullivan,Bob Buckler
Soft,7,7,4,37,9,9,M,146,05:47.6,347.6,4.5,108,94,Carl Llewellyn,D R Gandolfo
Soft,7,4,5,55,18,7,G,157,05:51.2,351.2,17,119,96,Norman Williamson,K R Burke
Soft,7,6,PU,-,-,8,G,152,-,-,7,114,–,Tony Dobbin,Michael Easterby
Soft,7,3,PU,-,-,8,G,159,-,-,3.25,121,98,A P McCoy,M C Pipe
Soft,11,3,1,0,0,9,G,163,07:19.4,439.4,7.5,132,151,A P McCoy,M C Pipe
Soft,11,1,2,14,14,8,G,168,07:22.2,442.2,8,137,147,Richard Johnson,Henry Daly
Soft,11,9,3,18,4,8,G,143,07:23.0,443,5.5,112,114,Adrian Maguire,Philip Hobbs
Soft,11,10,4,21.5,3.5,7,G,141,07:23.7,443.7,11,110,108,Jim Crowley,Sue Smith
Soft,11,6,5,25.5,4,8,G,158,07:24.5,444.5,7.5,127,122,Tony Dobbin,Venetia Williams
Soft,11,5,6,30.5,5,9,G,159,07:25.5,445.5,11,128,118,Joe Tizzard,Alan King
Soft,11,2,7,60.5,30,10,G,165,07:31.5,451.5,7.5,134,114,Norman Williamson,Kim Bailey
Soft,11,4,PU,-,-,9,G,161,-,-,34,130,–,Timmy Murphy,Alan King
Soft,11,7,PU,-,-,7,G,157,-,-,34,126,–,Carl Llewellyn,Nigel Twiston-Davies
Soft,11,11,PU,-,-,8,G,140,-,-,8,109,–,Lorcan Wyer,Tim Easterby
Soft,11,8,PU,-,-,8,M,152,-,-,13,121,–,Jim Culloty,Tom George
Soft,5,2,1,0,0,5,G,161,05:39.4,339.4,3.5,–,153,Carl Llewellyn,Nigel Twiston-Davies
Soft,5,1,2,7,7,4,G,161,05:40.8,340.8,17,–,142,Mr C Bonner,M A Peill
Soft,5,5,3,21,14,6,M,156,05:43.6,343.6,17,121,123,Jim Culloty,Henrietta Knight
Soft,5,3,4,32,11,5,G,161,05:45.8,345.8,1.8,151,137,A P McCoy,M C Pipe
Soft,5,4,PU,-,-,5,G,161,-,-,7,129,138,Richard Johnson,Philip Hobbs
Soft,10,1,1,0,0,8,G,165,05:42.2,342.2,2.5,–,150,Richard Johnson,Alan King
Soft,10,4,2,30,30,7,G,157,05:48.2,348.2,17,–,97,Norman Williamson,J T Gifford
Soft,10,2,3,31.25,1.25,7,G,165,05:48.5,348.45,5,–,104,A P McCoy,M C Pipe
Soft,10,9,4,32,0.75,4,G,154,05:48.6,348.6,17,–,92,Adrian Maguire,Ferdy Murphy
Soft,10,7,5,62,30,7,G,157,05:54.6,354.6,21,110,–,D Gallagher,Paul Webber
Soft,10,3,F,-,-,9,G,157,-,-,34,–,–,Timmy Murphy,Jim Old
Soft,10,8,F,-,-,4,G,154,-,-,4.33,–,–,Joe Tizzard,Paul Nicholls
Soft,10,6,F,-,-,5,G,157,-,-,9,–,130,Carl Llewellyn,Nigel Twiston-Davies
Soft,10,5,PU,-,-,7,G,157,-,-,26,–,–,Mr L Jefford,G B Balding
Soft,10,10,UR,-,-,6,M,152,-,-,67,–,–,Warren Marston,Dr P Pritchard
Soft,8,8,1,0,0,5,G,142,04:25.5,265.5,12,96,103,Warren Marston,Pam Sly
Soft,8,4,2,1.25,1.25,6,G,155,04:25.7,265.75,8,109,115,Carl Llewellyn,N A Gaselee
Soft,8,9,3,8.25,7,4,F,136,04:27.1,267.15,15,95,94,Noel Fehily,J S Moore
Soft,8,7,4,9.25,1,5,G,148,04:27.4,267.35,12,102,100,Adrian Maguire,Philip Hobbs
Soft,8,1,5,10.25,1,4,G,167,04:27.5,267.55,3.5,121,119,Richard Johnson,Henry Daly
Soft,8,6,6,12.75,2.5,5,G,148,04:28.0,268.05,3,102,98,Timmy Murphy,Jim Old
Soft,8,3,PU,-,-,4,G,153,-,-,15,114,–,C Rafter,Christopher Kellett
Soft,8,5,PU,-,-,5,M,150,-,-,10,104,–,A P McCoy,M C Pipe
Soft,8,3,1,0,0,8,G,149,07:17.1,437.1,9,82,96,Norman Williamson,Kim Bailey
Soft,8,2,2,6,6,9,M,154,07:18.3,438.3,2.88,87,96,Carl Llewellyn,Nigel Twiston-Davies
Soft,8,6,3,12,6,7,G,139,07:19.5,439.5,17,75,81,R Forristal,Mrs D Thomson
Soft,8,5,4,28,16,9,G,140,07:22.7,442.7,21,76,69,Jodie Mogford,Mrs S D Williams
Soft,8,8,5,58,30,9,G,137,07:28.7,448.7,26,73,–,Ollie McPhail,Tom George
Soft,8,4,6,88,30,8,G,148,07:34.7,454.7,11,81,–,Robert Thornton,Robin Dickin
Soft,8,7,PU,-,-,10,G,135,-,-,34,73,–,Tom Siddall,Lynn Siddall
Soft,8,1,PU,-,-,7,G,164,-,-,3.25,97,–,Graham Lee,Malcolm Jefferson
Soft,9,4,1,0,0,10,G,151,09:13.0,553,6,123,138,Norman Williamson,Venetia Williams
Soft,9,8,2,12,12,11,G,140,09:15.4,555.4,6.5,112,118,Richard Johnson,Jonjo ONeill
Soft,9,9,3,30,18,8,M,135,09:19.0,559,10,112,107,Barry Keniry,G B Balding
Soft,9,6,4,56,26,14,G,144,09:24.2,564.2,26,116,75,Carl Llewellyn,Nigel Twiston-Davies
Soft,9,3,5,65,9,11,G,152,09:26.0,566,12,124,83,A P McCoy,Philip Hobbs
Soft,9,7,PU,-,-,13,G,140,-,-,6,112,–,Seamus Durack,Sue Smith
Soft,9,2,PU,-,-,11,G,163,-,-,9,135,–,Jimmy McCarthy,Oliver Sherwood
Soft,9,5,PU,-,-,11,G,142,-,-,6.5,119,–,Paul W Flynn,Philip Hobbs
Soft,9,1,PU,-,-,10,G,168,-,-,8.5,140,–,Mick Fitzgerald,Alan King
Soft,10,9,1,0,0,9,G,135,05:38.9,338.9,26,125,131,Barry Keniry,I A Balding
Soft,10,2,2,1,1,7,G,167,05:39.1,339.1,8.5,152,158,Norman Williamson,Venetia Williams
Soft,10,1,3,6,5,9,G,168,05:40.1,340.1,12,153,153,Philip Hide,J T Gifford
Soft,10,3,4,6.25,0.3,7,G,164,05:40.1,340.15,10,149,149,Jimmy McCarthy,Lydia Richards
Soft,10,5,5,7.25,1,9,H,157,05:40.4,340.35,7.5,142,141,Carl Llewellyn,Nigel Twiston-Davies
Soft,10,4,6,12.25,5,6,G,157,05:41.3,341.35,2.25,142,140,A P McCoy,M C Pipe
Soft,10,8,7,24.25,12,9,G,140,05:43.8,343.75,34,125,109,Richard Johnson,Alan King
Soft,10,6,8,25.5,1.25,10,G,153,05:44.0,344,21,138,121,C Maude,Nigel Twiston-Davies
Soft,10,10,9,25.5,0,9,G,140,05:44.0,344,101,125,–,Warren Marston,Dr P Pritchard
Soft,10,7,PU,-,-,6,G,143,-,-,9,128,–,Mick Fitzgerald,Nicky Henderson
Soft,6,1,1,0,0,10,G,164,05:41.6,341.6,5,145,155,Norman Williamson,Venetia Williams
Soft,6,6,2,1.25,1.25,8,G,148,05:41.8,341.85,4.33,129,135,Joe Tizzard,Paul Nicholls
Soft,6,3,3,12.25,11,9,G,155,05:44.0,344.05,7,136,134,A P McCoy,M C Pipe
Soft,6,4,4,35.25,23,8,G,150,05:48.7,348.65,4.5,131,103,Mr P Cashman,Ron Hodges
Soft,6,5,5,52.25,17,11,G,149,05:52.1,352.05,10,130,85,Timmy Murphy,Jim Old
Soft,6,2,PU,-,-,10,G,163,-,-,5,144,–,Andrew Thornton,Philip Hobbs
Soft,6,1,1,0,0,10,G,165,07:00.7,420.7,3.75,138,150,Joe Tizzard,Paul Nicholls
Soft,6,2,2,8,8,11,G,162,07:02.3,422.3,2.88,–,141,A P McCoy,A J Martin
Soft,6,3,3,16,8,11,G,162,07:03.9,423.9,6,129,131,Mick Fitzgerald,Paul Nicholls
Soft,6,6,4,20,4,7,G,147,07:04.7,424.7,5,–,112,Norman Williamson,Kim Bailey
Soft,6,5,5,50,30,9,G,156,07:10.7,430.7,67,91,–,Warren Marston,Mrs L C Taylor
Soft,6,4,6,80,30,10,G,159,07:16.7,436.7,13,–,–,Mr P Murray,P J Rothwell
Soft,11,10,1,0,0,4,G,154,04:30.1,270.1,4.5,–,130,Mick Fitzgerald,Nicky Henderson
Soft,11,1,2,2.5,2.5,4,F,157,04:30.6,270.6,6.5,–,121,A Bates,Seamus Mullins
Soft,11,6,3,18.5,16,4,G,154,04:33.8,273.8,5.5,–,102,Joe Tizzard,Paul Nicholls
Soft,11,2,4,35.5,17,4,F,157,04:37.2,277.2,4,119,93,A P McCoy,M C Pipe
Soft,11,4,5,45.5,10,4,G,154,04:39.2,279.2,17,–,75,Jim Culloty,Henrietta Knight
Soft,11,3,6,48.5,3,4,F,157,04:39.8,279.8,9,–,75,Graham Lee,Malcolm Jefferson
Soft,11,5,7,52.5,4,4,G,154,04:40.6,280.6,17,–,68,Seamus Durack,Ian Williams
Soft,11,7,8,76.5,24,4,G,154,04:45.4,285.4,17,–,44,Richard Johnson,William Muir
Soft,11,8,F,-,-,4,G,154,-,-,34,–,–,Leighton Aspell,C Weedon
Soft,11,9,PU,-,-,4,G,154,-,-,51,–,–,Carl Llewellyn,Nigel Twiston-Davies
Soft,11,11,PU,-,-,4,F,149,-,-,41,–,–,Robert Thornton,Conrad Allen
Good To Soft,18,7,1,0,0,5,G,158,04:19.4,259.4,21,109,134,Richard Johnson,Jonjo ONeill
Good To Soft,18,5,2,3.5,3.5,5,G,158,04:20.1,260.1,8,109,131,Norman Williamson,Venetia Williams
Good To Soft,18,15,3,15.5,12,6,G,141,04:22.5,262.5,6.5,97,109,Barry Keniry,Seamus Mullins
Good To Soft,18,1,4,20.5,5,5,G,168,04:23.5,263.5,15,119,124,A P McCoy,M C Pipe
Good To Soft,18,6,5,20.75,0.2,6,M,155,04:23.6,263.59,7,109,113,Jodie Mogford,Paul Rich
Good To Soft,18,10,6,22,1.25,7,G,156,04:23.8,263.8,15,107,111,Barry Fenton,Richard Rowe
Good To Soft,18,3,7,27,5,7,G,165,04:24.8,264.8,17,116,115,Andrew Thornton,Paul Webber
Good To Soft,18,8,8,29.5,2.5,7,G,158,04:25.3,265.3,13,109,104,Joe Tizzard,T R Watson
Good To Soft,18,12,9,36.5,7,5,G,144,04:26.7,266.7,17,100,91,Noel Fehily,Charlie Mann
Good To Soft,18,13,10,44.5,8,5,G,149,04:28.3,268.3,15,100,80,Leighton Aspell,Pat Murphy
Good To Soft,18,2,11,45.25,0.75,7,G,167,04:28.4,268.45,21,118,84,P Holley,David Elsworth
Good To Soft,18,4,12,48.75,3.5,5,G,163,04:29.1,269.15,9,114,77,Mick Fitzgerald,Lady Herries
Good To Soft,18,9,13,48.75,0.1,5,G,154,04:29.2,269.17,15,108,70,Mr R Widger,Philip Hobbs
Good To Soft,18,11,14,75.75,27,6,G,151,04:34.5,274.55,13,102,37,Warren Marston,Pam Sly
Good To Soft,18,14,PU,-,-,5,G,148,-,-,21,99,–,Jimmy McCarthy,David Arbuthnot
Good To Soft,18,18,PU,-,-,5,G,142,-,-,101,96,–,Guy Lewis,Ray Williams
Good To Soft,18,16,PU,-,-,5,G,140,-,-,34,91,–,Robert Thornton,P Eccles
Good To Soft,18,17,UR,-,-,6,G,140,-,-,34,91,–,Carl Llewellyn,Nigel Twiston-Davies
Good To Soft,6,1,1,0,0,6,G,164,04:26.3,266.3,2.38,136,146,A P McCoy,M C Pipe
Good To Soft,6,3,2,6,6,7,G,157,04:27.5,267.5,5,129,130,Warren Marston,Pam Sly
Good To Soft,6,2,3,20,14,5,G,161,04:30.3,270.3,6.5,133,124,Richard Johnson,Alan King
Good To Soft,6,4,4,34,14,11,G,147,04:33.1,273.1,7.5,119,96,Joe Tizzard,J Hetherton
Good To Soft,6,5,5,41,7,11,G,142,04:34.5,274.5,21,114,80,Carl Llewellyn,Matt Sheppard
Good To Soft,6,6,6,52,11,10,G,140,04:36.7,276.7,11,112,82,Norman Williamson,Ray Peacock
Good To Soft,9,3,1,0,0,8,G,159,05:41.0,341,7,125,138,A P McCoy,M C Pipe
Good To Soft,9,2,2,8,8,8,G,161,05:42.6,342.6,3.5,127,135,Richard Johnson,Alan King
Good To Soft,9,6,3,10,2,5,G,145,05:43.0,343,7,120,117,Joe Tizzard,Paul Nicholls
Good To Soft,9,1,4,12.5,2.5,7,G,164,05:43.5,343.5,7.5,130,131,Mick Fitzgerald,Mark Pitman
Good To Soft,9,4,5,42.5,30,7,M,152,05:49.5,349.5,6.5,118,–,Robert Thornton,Seamus Mullins
Good To Soft,9,9,6,63.5,21,9,G,137,05:53.7,353.7,101,106,–,R Forristal,Mrs D Thomson
Good To Soft,9,5,F,-,-,7,G,147,-,-,17,113,–,P Holley,Bob Buckler
Good To Soft,9,7,PU,-,-,8,M,141,-,-,6,107,–,Norman Williamson,Venetia Williams
Good To Soft,9,8,UR,-,-,5,G,137,-,-,67,115,–,Jodie Mogford,Dominic Ffrench Davis
Good To Soft,6,3,1,0,0,8,G,160,06:56.4,416.4,4.33,160,173,Norman Williamson,Noel Chance
Good To Soft,6,5,2,30,30,11,G,154,07:02.4,422.4,2.62,167,137,Richard Johnson,Alan King
Good To Soft,6,4,3,37,7,6,G,158,07:03.8,423.8,7.5,155,131,A P McCoy,M C Pipe
Good To Soft,6,2,4,43,6,9,G,160,07:05.0,425,8,154,126,Andrew Thornton,Philip Hobbs
Good To Soft,6,1,PU,-,-,10,G,160,-,-,15,156,–,Joe Tizzard,Paul Nicholls
Good To Soft,6,6,PU,-,-,9,G,154,-,-,8,152,–,Russ Garritty,Tim Easterby
Good To Soft,7,7,1,0,0,8,M,157,05:32.9,332.9,2,–,157,Norman Williamson,Venetia Williams
Good To Soft,7,1,2,0.3,0.3,6,G,162,05:33.0,332.96,6.5,153,165,Mick Fitzgerald,Nicky Henderson
Good To Soft,7,2,3,10.25,10,6,G,162,05:34.9,334.95,17,152,152,Richard Johnson,Mark Pitman
Good To Soft,7,4,4,10.5,0.2,7,G,162,05:35.0,335.04,41,139,152,Andrew Thornton,Mark Pitman
Good To Soft,7,3,5,14.5,4,10,G,162,05:35.8,335.8,13,161,149,Carl Llewellyn,Nigel Twiston-Davies
Good To Soft,7,5,6,44.5,30,7,G,162,05:41.8,341.8,17,154,142,Leighton Aspell,Pat Murphy
Good To Soft,7,6,UR,-,-,7,G,162,-,-,4,162,–,A P McCoy,M C Pipe
Good To Soft,7,5,1,0,0,6,M,148,05:35.0,335,17,135,155,Mick Fitzgerald,Nicky Henderson
Good To Soft,7,1,2,26,26,9,G,166,05:40.2,340.2,8,153,144,A P McCoy,Charlie Mann
Good To Soft,7,6,3,26.25,0.3,8,G,146,05:40.2,340.25,5.5,133,130,Joe Tizzard,Paul Nicholls
Good To Soft,7,4,4,30.25,4,9,G,153,05:41.1,341.05,4.33,140,127,C Maude,Philip Hobbs
Good To Soft,7,2,5,30.75,0.5,10,G,165,05:41.2,341.15,4,152,139,Norman Williamson,Venetia Williams
Good To Soft,7,3,F,-,-,9,G,158,-,-,5.5,150,–,B J Crowley,Venetia Williams
Good To Soft,7,7,PU,-,-,9,G,140,-,-,21,127,–,Carl Llewellyn,Nigel Twiston-Davies
Good To Soft,6,1,1,0,0,4,G,162,04:24.5,264.5,1.29,–,140,Mick Fitzgerald,Nicky Henderson
Good To Soft,6,5,2,4,4,4,F,149,04:25.3,265.3,9,128,121,A Bates,Seamus Mullins
Good To Soft,6,3,3,7,3,4,G,154,04:25.9,265.9,21,–,121,Joe Tizzard,Paul Nicholls
Good To Soft,6,2,4,8.5,1.5,4,G,158,04:26.2,266.2,10,–,123,Richard Johnson,Philip Hobbs
Good To Soft,6,4,5,26.5,18,4,G,154,04:29.8,269.8,21,–,111,Carl Llewellyn,Nigel Twiston-Davies
Good To Soft,6,6,F,-,-,4,F,149,-,-,34,–,–,Norman Williamson,T R Watson
Good,12,7,1,0,0,8,G,168,03:48.1,228.1,1.53,–,171,Charlie Swan,A P OBrien
Good,12,6,2,4,4,5,G,168,03:48.9,228.9,12,–,166,D Gallagher,F Doumen
Good,12,4,3,4.25,0.3,5,G,168,03:49.0,228.95,17,149,164,Mick Fitzgerald,Nicky Henderson
Good,12,2,4,4.75,0.5,6,H,168,03:49.0,229.05,26,–,163,Timmy Murphy,Mark Pitman
Good,12,11,5,6.75,2,6,G,168,03:49.5,229.45,10,–,162,A P McCoy,D K Weld
Good,12,5,6,10.75,4,9,G,168,03:50.2,230.25,10,177,158,Lorcan Wyer,Malcolm Jefferson
Good,12,8,7,11,0.1,5,G,168,03:50.3,230.32,26,162,158,Norman Williamson,Nicky Henderson
Good,12,10,8,12.75,1.75,9,G,168,03:50.6,230.65,67,154,155,Philip Hide,J T Gifford
Good,12,12,9,31.75,19,8,G,168,03:54.4,234.45,13,–,136,Tommy Treacy,A P OBrien
Good,12,1,10,53.75,22,8,G,168,03:58.8,238.85,201,123,114,Andrew Thornton,Prue Townsley
Good,12,9,11,63.75,10,9,G,168,04:00.9,240.85,34,–,104,Richard Johnson,M C Pipe
Good,12,3,PU,-,-,5,G,168,-,-,51,–,–,Conor ODwyer,W P Mullins
Good,12,8,1,0,0,7,G,162,03:46.4,226.4,9,–,164,Mick Fitzgerald,Nicky Henderson
