class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,pos
Class 4,3yo,1637,Soft,10,5,Sewmore Character (GB),3,C,126,Franny Norton,Michael Blanshard,75,60,6
Class 4,3yo,1637,Soft,10,9,Phi Beta Kappa (USA),3,F,121,Royston Ffrench,Dave Morris,79,53,7
Class 4,3yo,1637,Soft,10,2,Islands Farewell (GB),3,G,126,Tony Culhane,Mrs M Reveley,–,56,8
Class 4,3yo,1637,Soft,10,4,Presto Tempo (IRE),3,G,126,Neil Callan,P W Harris,–,14,9
Class 4,3yo,1637,Soft,10,3,Laird Dara Mac (GB),3,C,126,Joe Fanning,Neville Bycroft,–,14,10
Class 4,3yo,1637,Soft,10,8,Bint Alhaarth (IRE),3,F,121,Tony Culhane,B W Hills,68,72,1
Class 4,3yo,1637,Soft,10,4,Habshan (USA),3,C,126,Neil Callan,Michael Jarvis,–,74,2
Class 4,3yo,1637,Soft,10,9,High Cane (USA),3,F,121,P J Scallan,Jeremy Noseda,–,68,3
Class 4,3yo,1637,Soft,10,10,Rustic Charm (IRE),3,F,121,Jamie Spencer,Clive Cox,–,65,4
Class 4,3yo,1637,Soft,10,2,Best Be Going (IRE),3,G,126,Steve Drowne,P W Harris,–,64,5
Class 4,3yo,1637,Soft,10,3,Compton Expert (IRE),3,G,126,Eddie Ahern,Gerard Butler,–,57,6
Class 4,3yo,1637,Soft,10,7,Springalong I (USA),3,C,126,Paul Eddery,Sir Henry Cecil,78,52,7
Class 4,3yo,1637,Soft,10,1,Band (GB),3,G,126,Graham Gibbons,B A McMahon,76,52,8
Class 4,3yo,1637,Soft,10,5,Hilltime (IRE),3,G,121,Tom Eaves,John Quinn,70,48,9
Class 4,3yo,1637,Soft,10,6,Munaafis (USA),3,C,126,Willie Supple,John Dunlop,–,–,10
Class 3,3yo+,2121,Soft,20,6,La Sylphide (GB),6,M,132,Shane Kelly,George Moore,73,83,1
Class 3,3yo+,2121,Soft,20,3,Magic Mistress (GB),4,F,138,Gary Carter,Stuart Williams,79,88,2
Class 3,3yo+,2121,Soft,20,12,Shamara (IRE),3,F,128,George Baker,Chris Wall,76,83,3
Class 3,3yo+,2121,Soft,20,18,My Daisychain (GB),3,F,120,K Dalgleish,Mark Johnston,68,74,4
Class 3,3yo+,2121,Soft,20,9,Leave To Appeal (IRE),3,F,124,Nicky Mackay,Luca Cumani,77,81,5
Class 3,3yo+,2121,Soft,20,19,The Fairy Flag (IRE),5,M,116,David Kinsella,Alan Bailey,60,63,6
Class 3,3yo+,2121,Soft,20,10,Eoz (IRE),3,F,128,Michael Tebbutt,Michael Jarvis,76,75,7
Class 3,3yo+,2121,Soft,20,7,Weqaar (USA),3,F,131,Steve Drowne,John Dunlop,79,76,8
Class 3,3yo+,2121,Soft,20,16,Grey Clouds (GB),3,F,117,David Allan,Tim Easterby,68,65,9
Class 3,3yo+,2121,Soft,20,4,La Scala (USA),3,F,135,Paul Eddery,Sir Henry Cecil,83,80,10
Class 3,3yo+,2121,Soft,20,17,In Luck (GB),5,M,115,Lisa Jones,Clive Brittain,61,55,11
Class 3,3yo+,2121,Soft,20,2,Summer Wine (GB),4,F,139,Chris Catlin,Chris Wall,80,71,12
Class 3,3yo+,2121,Soft,20,15,Pure Speculation (GB),3,F,121,David Nolan,Michael Bell,74,63,13
Class 3,3yo+,2121,Soft,20,20,Cantemerle (IRE),3,F,115,Mark Flynn,Mark Brisbourne,68,56,14
Class 3,3yo+,2121,Soft,20,13,Market Avenue (GB),4,F,120,Dale Swift,Richard Fahey,68,53,15
Class 3,3yo+,2121,Soft,20,1,Khaizarana (GB),3,F,139,Willie Supple,Ed Dunlop,87,67,16
Class 3,3yo+,2121,Soft,20,5,Rani Two (GB),4,F,133,Pat Eddery,Mark Brisbourne,74,54,17
Class 3,3yo+,2121,Soft,20,8,Begin The Beguine (IRE),3,F,129,Paul Doe,William Jarvis,77,52,18
Class 3,3yo+,2121,Soft,20,11,Ceol Na Sraide (IRE),4,F,128,Micky Fenton,Brian Rothwell,69,39,19
Class 3,3yo+,2121,Soft,20,14,Cyclonic Storm (GB),4,F,127,Robert Winston,Richard Fahey,68,31,20
Class 3,3yo+,1006,Soft,20,18,Ptarmigan RidgeI (GB),7,H,124,Nicky Mackay,Linda Perratt,78,92,1
Class 3,3yo+,1006,Soft,20,3,Trinculo (IRE),6,G,132,J-P Guillambert,Nick Littmoden,86,99,2
Class 3,3yo+,1006,Soft,20,5,Blackheath (IRE),7,G,135,Alex Greaves,David Nicholls,84,90,3
Class 3,3yo+,1006,Soft,20,12,Viewforth (GB),5,G,133,Robert Winston,Ian Semple,82,81,4
Class 3,3yo+,1006,Soft,20,2,Steel Blue (GB),3,C,137,Michael Tebbutt,Richard Whitaker,87,84,5
Class 3,3yo+,1006,Soft,20,6,Sierra Vista (GB),3,F,134,K Dalgleish,D W Barker,84,76,6
Class 3,3yo+,1006,Soft,20,17,Roxanne Mill (GB),5,M,124,Lisa Jones,Mark Usher,78,69,7
Class 3,3yo+,1006,Soft,20,11,Shouting The Odds (IRE),3,F,134,Micky Fenton,James Given,84,73,8
Class 3,3yo+,1006,Soft,20,14,Sir Desmond (GB),5,G,133,Steve Drowne,Rae Guest,82,71,9
Class 3,3yo+,1006,Soft,20,4,Good Girl (IRE),4,F,136,Willie Supple,Tim Easterby,85,72,10
Class 3,3yo+,1006,Soft,20,19,Strensall (GB),6,G,128,George Baker,Ron Barr,77,62,11
Class 3,3yo+,1006,Soft,20,7,Sundried Tomato (GB),4,G,131,Luke Fletcher,Peter Hiatt,83,67,12
Class 3,3yo+,1006,Soft,20,20,Esatto (GB),4,G,121,David Nolan,P A Blockley,75,57,13
Class 3,3yo+,1006,Soft,20,13,Piccled (GB),5,G,130,David Allan,Eric Alston,82,63,14
Class 3,3yo+,1006,Soft,20,9,Seven No Trumps (GB),6,G,134,Pat Eddery,B W Hills,83,64,15
Class 3,3yo+,1006,Soft,20,15,The Fisio (GB),3,G,125,Travis Block,Andrew Balding,82,60,16
Class 3,3yo+,1006,Soft,20,16,Hiccups (GB),3,G,131,Chris Catlin,Mrs J R Ramsden,81,54,17
Class 3,3yo+,1006,Soft,20,1,Not So Dusty (GB),3,C,138,Fergus Sweeney,Peter Makin,88,60,18
Class 3,3yo+,1006,Soft,20,8,Vision Of Dreams (GB),3,F,131,David Kinsella,Brian Meehan,84,52,19
Class 3,3yo+,1006,Soft,20,10,Ellens Lad (IRE),9,G,134,Paul Eddery,Willie Musson,83,49,20
Class 3,3yo,1637,Soft,15,4,Desert Opal (GB),3,C,121,Steve Drowne,John Gosden,90,101,1
Class 3,3yo,1637,Soft,15,3,Flighty Fellow (IRE),3,G,121,Willie Supple,Tim Easterby,90,99,2
Class 3,3yo,1637,Soft,15,8,Aventura (IRE),3,C,117,Robert Winston,M J Polglase,86,94,3
Class 3,3yo,1637,Soft,15,14,Impersonator (GB),3,G,113,Paul Doe,John Dunlop,82,89,4
Class 3,3yo,1637,Soft,15,12,La Dolfina (GB),3,F,111,David Kinsella,Hughie Morrison,83,88,5
Class 3,3yo,1637,Soft,15,15,Obrigado (USA),3,G,112,David Allan,William Haggas,84,88,6
Class 3,3yo,1637,Soft,15,13,Tagula Blue (IRE),3,G,113,Paul Fessey,Jeremy Glover,82,84,7
Class 3,3yo,1637,Soft,15,16,Blonde Streak (USA),3,F,109,Francis Ferris,David Barron,81,77,8
Class 3,3yo,1637,Soft,15,6,Star Sensation (IRE),3,F,120,Micky Fenton,P W Harris,89,80,9
Class 3,3yo,1637,Soft,15,5,Folio (IRE),3,G,116,Lisa Jones,Willie Musson,90,77,10
Class 3,3yo,1637,Soft,15,1,Arzoo (IRE),3,C,121,Nicky Mackay,Luca Cumani,95,81,11
Class 3,3yo,1637,Soft,15,7,San Antonio (GB),3,C,117,Paul Eddery,B W Hills,86,70,12
Class 3,3yo,1637,Soft,15,10,Assraar (GB),3,F,115,Neil Pollard,A C Stewart,84,54,13
Class 3,3yo,1637,Soft,15,9,Cashel Mead (GB),3,F,115,Paul Fitzsimons,John Spearing,84,32,14
Class 3,3yo,1637,Soft,15,2,Camille Pissarro (USA),3,G,122,Chris Catlin,Paul Cole,91,38,15
Class 4,2yo,1637,Soft,14,8,Daytime Girl (IRE),2,F,123,Neil Pollard,B W Hills,–,73,1
Class 4,2yo,1637,Soft,14,5,Carriacou (GB),2,F,123,Robert Winston,Paul DArcy,–,72,2
Class 4,2yo,1637,Soft,14,13,Showtime Annie (GB),2,F,123,Chris Catlin,Alan Bailey,63,67,3
Class 4,2yo,1637,Soft,14,11,Mekuria (JPN),2,F,123,K Dalgleish,Mark Johnston,–,66,4
Class 4,2yo,1637,Soft,14,9,Infidelity (IRE),2,F,120,David Kinsella,Alan Bailey,57,62,5
Class 4,2yo,1637,Soft,14,12,Selebela (GB),2,F,118,Nicky Mackay,Luca Cumani,–,54,6
Class 4,2yo,1637,Soft,14,14,Theatre Belle (GB),2,F,120,David Allan,Tim Easterby,–,54,7
Class 4,2yo,1637,Soft,14,6,Castagna (USA),2,F,123,Paul Eddery,Sir Henry Cecil,–,51,8
Class 4,2yo,1637,Soft,14,2,Bollin Annabel (GB),2,F,123,Paul Doe,Tim Easterby,–,47,9
Class 4,2yo,1637,Soft,14,3,Bowstring (IRE),2,F,123,Steve Drowne,John Gosden,–,46,10
Class 4,2yo,1637,Soft,14,1,Adeeba (IRE),2,F,123,Gary Carter,Ed Dunlop,–,34,11
Class 4,2yo,1637,Soft,14,4,Calara Hills (GB),2,F,123,Shane Kelly,Mark Brisbourne,–,33,12
Class 4,2yo,1637,Soft,14,10,Kedross (IRE),2,F,118,Tony Hamilton,R P Elliott,65,21,13
Class 4,2yo,1637,Soft,14,7,Cranachan (GB),2,F,123,Willie Supple,John Gosden,–,1,14
Class 4,2yo,1637,Soft,18,2,Arkholme (GB),2,G,123,Shane Kelly,William Haggas,–,77,1
Class 4,2yo,1637,Soft,18,3,Asiatic (GB),2,C,123,K Dalgleish,Mark Johnston,–,77,2
Class 4,2yo,1637,Soft,18,8,Hello Its Me (GB),2,G,123,Gary Carter,Hugh Collingridge,–,74,3
Class 4,2yo,1637,Soft,18,16,Son Of Greek Myth (USA),2,C,123,Paul Eddery,John Gosden,–,69,4
Class 4,2yo,1637,Soft,18,14,Scholarship I (IRE),2,G,120,David Kinsella,Brian Meehan,67,68,5
Class 4,2yo,1637,Soft,18,13,Saint Lazare (IRE),2,C,123,Micky Fenton,James Given,–,58,6
Class 4,2yo,1637,Soft,18,15,Sharaab (USA),2,C,123,Willie Supple,B Hanbury,–,54,7
Class 4,2yo,1637,Soft,18,12,Redmarley (IRE),2,G,123,Fergus Sweeney,James Given,–,52,8
Class 4,2yo,1637,Soft,18,1,Abbeygate (GB),2,C,123,Steve Drowne,Tom Keddy,–,52,9
Class 4,2yo,1637,Soft,18,9,Heselrig (IRE),2,G,120,David Allan,Tim Easterby,–,48,10
Class 4,2yo,1637,Soft,18,11,Redi (ITY),2,C,118,Nicky Mackay,Luca Cumani,–,48,11
Class 4,2yo,1637,Soft,18,5,Bonjour Bond (IRE),2,C,123,Robert Winston,Bryan Smart,–,43,12
Class 4,2yo,1637,Soft,18,4,Bond Moonlight (GB),2,C,123,Chris Catlin,Bryan Smart,–,42,13
Class 4,2yo,1637,Soft,18,10,Perfect Balance I (IRE),2,G,118,Lisa Jones,Nigel Tinkler,–,39,14
Class 4,2yo,1637,Soft,18,17,Tadsbii (GB),2,C,123,Paul Doe,Tim Easterby,–,29,15
Class 4,2yo,1637,Soft,18,18,Zaktoo (IRE),2,G,118,J-P Guillambert,Nick Littmoden,–,29,16
Class 4,2yo,1637,Soft,18,7,Cassiodorus (GB),2,G,123,Neil Pollard,Ed Dunlop,–,11,17
Class 4,2yo,1637,Soft,18,6,Carnt Spell (GB),2,G,120,Luke Fletcher,Ms Deborah J Evans,–,–,PU
Class 4,3yo+,2816,Soft,15,13,Alnaja (USA),4,G,117,David Allan,William Haggas,65,78,1
Class 4,3yo+,2816,Soft,15,3,Duke Of Earl (IRE),4,G,133,Richard Smith,Sylvester Kirk,78,91,2
Class 4,3yo+,2816,Soft,15,1,Rahwaan (IRE),4,G,140,K Dalgleish,Chris Fairhurst,85,91,3
Class 4,3yo+,2816,Soft,15,12,Orinocovsky (IRE),4,C,120,Steve Drowne,Charles Egerton,65,70,4
Class 4,3yo+,2816,Soft,15,11,Made In Japan (JPN),3,G,122,Willie Supple,Mikael Magnusson,77,80,5
Class 4,3yo+,2816,Soft,15,10,Polish Flame (GB),5,G,119,Francis Ferris,Mrs M Reveley,67,68,6
Class 4,3yo+,2816,Soft,15,14,Spectroscope (IRE),4,G,120,Paul Eddery,Jonjo ONeill,65,66,7
Class 4,3yo+,2816,Soft,15,4,Treasure Trail (GB),4,G,132,J D Smith,Sylvester Kirk,77,77,8
Class 4,3yo+,2816,Soft,15,6,Caqui DOr (IRE),5,G,130,Micky Fenton,John Dunlop,75,74,9
Class 4,3yo+,2816,Soft,15,17,Starry Mary (GB),5,M,108,David Kinsella,E L James,56,52,10
Class 4,3yo+,2816,Soft,15,16,Romil Star (GER),6,G,112,Chris Catlin,George Moore,57,52,11
Class 4,3yo+,2816,Soft,15,5,Star Cross (IRE),4,G,131,Gary Carter,John Dunlop,76,68,12
Class 4,3yo+,2816,Soft,15,2,Allinjim (IRE),4,G,137,Robert Winston,Jeremy Glover,82,72,13
Class 4,3yo+,2816,Soft,15,8,Clarinch Claymore (GB),7,G,121,Paul Mulrennan,Malcolm Jefferson,71,61,14
Class 4,3yo+,2816,Soft,15,9,Turtle Valley (IRE),7,G,125,Paul Doe,Simon Dow,70,45,15
Class 4,3yo+,2121,Soft,10,3,Zero Tolerance (IRE),4,G,141,Micky Fenton,David Barron,85,91,1
Class 4,3yo+,2121,Soft,10,1,Arry Dash (GB),4,G,141,Ted Durcan,Mick Channon,85,89,2
Class 4,3yo+,2121,Soft,10,11,Weet A Head (IRE),3,C,120,Willie Supple,Reg Hollinshead,84,76,3
Class 4,3yo+,2121,Soft,10,9,Fernery (GB),4,F,136,T Quinn,Luca Cumani,83,74,4
Class 4,3yo+,2121,Soft,10,8,Tawny Way (GB),4,F,137,Tony Culhane,William Jarvis,84,73,5
Class 4,3yo+,2121,Soft,10,10,Intricate Web (IRE),8,G,133,David Allan,Eric Alston,78,64,6
Class 4,3yo+,2121,Soft,10,4,Cats Whiskers (GB),5,G,140,Dale Gibson,Michael Easterby,84,68,7
Class 4,3yo+,2121,Soft,10,5,The Bonus King (GB),4,G,140,Joe Fanning,Mark Johnston,84,59,8
Class 4,3yo+,2121,Soft,10,7,Leighton (IRE),4,G,137,Brett Doyle,James Bethell,81,55,9
Class 4,3yo+,2121,Soft,10,6,Aventura (IRE),4,C,132,Kevin Ghunowa,M J Polglase,83,43,10
Class 5,2yo,1006,Soft,10,6,Apologies (GB),2,G,119,Graham Gibbons,B A McMahon,–,74,1
Class 5,2yo,1006,Soft,10,4,Mystical Land (IRE),2,C,123,Robert Havlin,John Gosden,–,75,2
Class 5,2yo,1006,Soft,10,2,Cammies Future (GB),2,C,123,Adrian McCarthy,Peter Chapple-Hyam,–,72,3
Class 5,2yo,1006,Soft,10,3,Chiselled (IRE),2,C,123,Darren Williams,K R Burke,–,65,4
Class 5,2yo,1006,Soft,10,1,Special Gold (GB),2,G,126,Kevin Darley,Tim Easterby,–,65,5
Class 5,2yo,1006,Soft,10,10,Im Aimee (GB),2,F,114,Steve Carson,David Evans,–,49,6
Class 5,2yo,1006,Soft,10,9,Gifted Gamble (GB),2,C,119,Neil Callan,Kevin Ryan,–,45,7
Class 5,2yo,1006,Soft,10,5,Veneer (IRE),2,C,121,Ryan Moore,Richard Hannon Snr,–,41,8
Class 5,2yo,1006,Soft,10,8,Fantasy Defender (IRE),2,G,119,Robert Winston,John Quinn,–,36,9
Class 5,2yo,1006,Soft,10,7,Droopys Joel (GB),2,G,119,Joe Fanning,R P Elliott,–,–,10
Class 1,3yo,1006,Soft,5,2,If Paradise (GB),3,C,129,Ryan Moore,Richard Hannon Snr,100,105,1
Class 1,3yo,1006,Soft,5,4,Crafty Fancy (IRE),3,F,119,T Quinn,Dominic Ffrench Davis,90,87,2
Class 1,3yo,1006,Soft,5,3,Harry Up (GB),3,C,121,Micky Fenton,James Given,92,89,3
Class 1,3yo,1006,Soft,5,1,Nights Cross (IRE),3,C,133,Ted Durcan,Mick Channon,104,97,4
Class 1,3yo,1006,Soft,5,5,Lake Garda (GB),3,C,119,Graham Gibbons,B A McMahon,90,75,5
Class 3,3yo,1637,Soft,9,2,Imperialistic (IRE),3,F,130,Darren Williams,K R Burke,84,95,1
Class 3,3yo,1637,Soft,9,4,Red Lancer (GB),3,G,119,Ben Swarbrick,Richard Price,80,88,2
Class 3,3yo,1637,Soft,9,9,Oddsmaker (IRE),3,G,119,Shane Kelly,David Evans,73,78,3
Class 3,3yo,1637,Soft,9,1,Saffron Fox (GB),3,F,133,Tony Culhane,Jonathan Portman,87,82,4
Class 3,3yo,1637,Soft,9,6,Gjovic (GB),3,C,126,Kevin Darley,Brian Meehan,80,74,5
Class 3,3yo,1637,Soft,9,7,Royal Distant (USA),3,F,125,Dale Gibson,Michael Easterby,79,71,6
Class 3,3yo,1637,Soft,9,8,Western Roots (GB),3,G,125,T Quinn,Paul Cole,79,69,7
Class 3,3yo,1637,Soft,9,3,Mount Vettore (GB),3,G,128,Eddie Ahern,Mrs J R Ramsden,82,68,8
Class 3,3yo,1637,Soft,9,5,The Violin Player (USA),3,G,126,Michael Tebbutt,William Jarvis,80,38,9
Class 4,3yo,1637,Soft,12,10,Baffle (GB),3,F,121,T Quinn,John Dunlop,77,73,1
Class 4,3yo,1637,Soft,12,8,Tytheknot (GB),3,G,126,Ted Durcan,Jedd OKeeffe,–,72,2
Class 4,3yo,1637,Soft,12,2,Foolish Groom (GB),3,G,126,Tony Culhane,Reg Hollinshead,–,68,3
Class 4,3yo,1637,Soft,12,3,Inchloss (IRE),3,G,126,Willie Supple,B A McMahon,–,65,4
Class 4,3yo,1637,Soft,12,1,Burning Moon (GB),3,C,126,Eddie Ahern,Jeremy Noseda,–,60,5
Class 4,3yo,1637,Soft,12,4,Indi Ano Star (IRE),3,G,126,Robbie Fitzpatrick,Declan Carroll,–,59,6
Class 4,3yo,1637,Soft,12,6,Top Achiever (IRE),3,G,126,Robert Winston,Linda Stubbs,–,56,7
Class 4,3yo,1637,Soft,12,11,Go Green (GB),3,F,121,Shane Kelly,David Evans,–,35,8
Class 4,3yo,1637,Soft,12,9,Zabadou (GB),3,G,121,Tom Eaves,C B B Booth,–,30,9
Class 4,3yo,1637,Soft,12,7,True To Yourself (USA),3,G,126,Jamie Mackay,James Given,–,20,10
Class 4,3yo,1637,Soft,12,5,Royal Nite Owl (GB),3,G,119,James OReilly,Jimmy OReilly,–,12,11
Class 4,3yo,1637,Soft,12,12,Grande Terre (IRE),3,F,121,Micky Fenton,James Given,–,–,PU
Class 4,4yo+,2816,Soft,13,8,Benbyas (GB),7,G,116,Daniel Tudhope,Declan Carroll,65,82,1
Class 4,4yo+,2816,Soft,13,11,Nakwa (IRE),6,G,113,David Allan,Eric Alston,58,63,2
Class 4,4yo+,2816,Soft,13,1,Thewhirlingdervish (IRE),6,G,129,Andrew Mullen,Tim Easterby,78,81,3
Class 4,4yo+,2816,Soft,13,2,Cara Fantasy (IRE),4,F,135,T Quinn,John Dunlop,80,80,4
Class 4,4yo+,2816,Soft,13,13,Dancing Pearl (GB),6,M,103,Ben Swarbrick,Cecil Price,52,51,5
Class 4,4yo+,2816,Soft,13,7,Middlethorpe (GB),7,G,120,Paul Mulrennan,Michael Easterby,67,65,6
Class 4,4yo+,2816,Soft,13,12,Ringside Jack (GB),8,G,110,Jamie Mackay,Chris Fairhurst,52,49,7
Class 4,4yo+,2816,Soft,13,4,Northern Nymph (GB),5,G,133,Tony Culhane,Reg Hollinshead,75,71,8
Class 4,4yo+,2816,Soft,13,6,Turtle Valley (IRE),8,G,133,Paul Doe,Simon Dow,75,69,9
Class 4,4yo+,2816,Soft,13,5,Champion Lion (IRE),5,G,133,Ted Durcan,Mick Channon,75,61,10
Class 4,4yo+,2816,Soft,13,10,Edmo Yewkay (IRE),4,G,120,Willie Supple,Tim Easterby,65,46,11
Class 4,4yo+,2816,Soft,13,9,Lillebror (GER),6,H,123,Shane Kelly,Barney Curley,65,38,12
Class 4,4yo+,2816,Soft,13,3,Nobratinetta (FR),5,M,135,Kevin Darley,Mrs M Reveley,77,–,13
Class 4,2yo,1006,Soft,8,1,Flossytoo (GB),2,F,116,James OReilly,Jimmy OReilly,–,67,1
Class 4,2yo,1006,Soft,8,6,Rightprice Premier (IRE),2,F,123,Neil Callan,Kevin Ryan,–,62,2
Class 4,2yo,1006,Soft,8,7,Stans Girl (GB),2,F,120,Sam Hitchcott,Mick Channon,–,53,3
Class 4,2yo,1006,Soft,8,4,Make Us Flush (GB),2,F,116,Paddy Mathers,Alan Berry,–,41,4
Class 4,2yo,1006,Soft,8,8,Tantien (GB),2,F,123,Robert Winston,John Harris,–,36,5
Class 4,2yo,1006,Soft,8,5,Myttons Dream (GB),2,F,120,Brian Reilly,Alan Bailey,–,25,6
Class 4,2yo,1006,Soft,8,2,Gloria Nimbus (GB),2,F,123,S Righton,Michael Mullineaux,–,–,7
Class 4,2yo,1006,Soft,8,3,Houdini Bay (IRE),2,F,120,Tony Hamilton,R P Elliott,–,–,8
Class 4,3yo,1006,Soft,9,2,Foursquare (IRE),3,G,132,Neil Callan,John Mackie,84,93,1
Class 4,3yo,1006,Soft,9,8,Piccolo Prince (GB),3,G,116,Willie Supple,Eric Alston,68,67,2
Class 4,3yo,1006,Soft,9,1,Lake Garda (GB),3,C,133,Shane Kelly,B A McMahon,85,83,3
Class 4,3yo,1006,Soft,9,7,Elliots Choice (IRE),3,C,113,Daniel Tudhope,Declan Carroll,72,67,4
Class 4,3yo,1006,Soft,9,4,Point Calimere (IRE),3,G,130,Eddie Ahern,Charles Egerton,82,64,5
Class 4,3yo,1006,Soft,9,9,Mrs Spence (GB),3,F,116,Dale Gibson,Michael Easterby,68,45,6
Class 4,3yo,1006,Soft,9,3,A Little Bit Yarie (GB),3,G,132,Darren Williams,K R Burke,84,44,7
Class 4,3yo,1006,Soft,9,6,Eastern Pearl (GB),3,F,121,Robert Winston,Linda Stubbs,73,31,8
Class 4,3yo,1006,Soft,9,5,Multiple Choice (IRE),3,C,120,J-P Guillambert,Nick Littmoden,75,–,9
Class 4,3yo+,1207,Soft,8,7,Zoom Zoom (GB),4,C,129,Robert Winston,Linda Stubbs,70,80,1
Class 4,3yo+,1207,Soft,8,1,Up Tempo (IRE),6,G,131,Neil Callan,Kevin Ryan,77,79,2
Class 4,3yo+,1207,Soft,8,3,Free Wheelin (IRE),4,G,129,Michael Tebbutt,William Jarvis,75,59,3
Class 4,3yo+,1207,Soft,8,6,Sewmuch Character (GB),5,G,129,Fergus Sweeney,Michael Blanshard,72,55,4
Class 4,3yo+,1207,Soft,8,8,Sugar Cube Treat (GB),8,M,126,S Righton,Michael Mullineaux,30,44,5
Class 4,3yo+,1207,Soft,8,4,Full Pitch (GB),8,G,129,Vince Slattery,W Jenks,60,42,6
Class 4,3yo+,1207,Soft,8,2,Cross Ash (IRE),4,G,130,Dale Gibson,Reg Hollinshead,76,38,7
Class 4,3yo+,1207,Soft,8,5,Gdansk (IRE),7,G,122,Paddy Mathers,Alan Berry,73,–,UR
Class 3,4yo+,2121,Soft,10,1,Red Fort (IRE),4,G,133,Philip Robinson,Michael Jarvis,88,99,1
Class 3,4yo+,2121,Soft,10,8,La Sylphide (GB),7,M,122,Shane Kelly,George Moore,77,87,2
Class 3,4yo+,2121,Soft,10,5,Kentucky Blue (IRE),4,G,130,Robert Winston,Tim Easterby,85,87,3
Class 3,4yo+,2121,Soft,10,6,Fisio Therapy (GB),4,G,127,Joe Fanning,Mark Johnston,82,83,4
Class 3,4yo+,2121,Soft,10,10,War Owl (USA),7,G,119,Neil Callan,Ian Williams,74,73,5
Class 3,4yo+,2121,Soft,10,3,Telemachus I (GB),4,G,133,Micky Fenton,James Given,88,71,6
Class 3,4yo+,2121,Soft,10,9,Intricate Web (IRE),8,G,121,Willie Supple,Eric Alston,76,47,7
Class 3,4yo+,2121,Soft,10,7,Dream Magic (GB),6,G,123,Eddie Ahern,M J Ryan,78,22,8
Class 3,4yo+,2121,Soft,10,2,Broadway Score (USA),6,G,133,Dale Gibson,Michael Easterby,88,32,9
Class 3,4yo+,2121,Soft,10,4,Arawan (IRE),4,G,126,Paul Mulrennan,Michael Easterby,86,–,10
Class 4,3yo,2373,Soft,4,1,Dallool (GB),3,C,126,Philip Robinson,Michael Jarvis,–,78,1
Class 4,3yo,2373,Soft,4,3,Woolly Back (IRE),3,G,126,Dale Gibson,Reg Hollinshead,–,74,2
Class 4,3yo,2373,Soft,4,4,Cumbria (GB),3,F,121,Joe Fanning,Mark Johnston,–,69,3
Class 4,3yo,2373,Soft,4,2,Golden Empire (USA),3,C,126,Willie Supple,Ed Dunlop,77,47,4
Class 5,3yo+,1637,Soft,14,10,Commitment Lecture (GB),4,F,123,Willie Supple,Michael Dods,51,64,1
Class 5,3yo+,1637,Soft,14,11,Vermilion Creek (GB),5,M,113,Stephanie Hollinshead,Reg Hollinshead,48,60,2
Class 5,3yo+,1637,Soft,14,4,Oh So Rosie (IRE),4,F,127,Frankie McDonald,J S Moore,60,58,3
Class 5,3yo+,1637,Soft,14,14,Zahunda (IRE),5,M,107,Dominic Fox,Mark Brisbourne,40,36,4
Class 5,3yo+,1637,Soft,14,13,Printsmith (IRE),7,M,117,J Bramhill,John Norton,45,38,5
Class 5,3yo+,1637,Soft,14,7,Cloudless (USA),4,F,127,Shane Kelly,James Unett,55,45,6
Class 5,3yo+,1637,Soft,14,2,Sabalara (IRE),4,F,133,Eddie Ahern,P W Harris,61,45,7
Class 5,3yo+,1637,Soft,14,8,Celtic Romance (GB),5,M,127,John Carroll,Mrs M Reveley,55,29,8
Class 5,3yo+,1637,Soft,14,1,Ellen Mooney (GB),5,M,133,Tony Hamilton,R P Elliott,64,35,9
Class 5,3yo+,1637,Soft,14,5,Sienna Sunset (IRE),5,M,132,J F Egan,Heather Dalton,60,30,10
Class 5,3yo+,1637,Soft,14,12,Lark In The Park (IRE),4,F,119,Paul Quinn,Mark Brisbourne,47,14,11
Class 5,3yo+,1637,Soft,14,3,Capetown Girl (GB),3,F,133,Darren Williams,K R Burke,75,30,12
Class 5,3yo+,1637,Soft,14,6,Milk And Sultana (GB),4,F,125,Paul Mulrennan,Mark Brisbourne,58,–,13
Class 5,3yo+,1637,Soft,14,9,Thumamah (IRE),5,M,126,Michael Tebbutt,Brian Baugh,54,–,14
Class 5,4yo+,1637,Good,12,6,Stoic Leader (IRE),4,G,157,K Dalgleish,Roger Fisher,66,85,1
Class 5,4yo+,1637,Good,12,5,Sangiovese (GB),5,G,157,Timmy Murphy,Hughie Morrison,66,73,2
Class 5,4yo+,1637,Good,12,11,Realism (FR),4,G,153,Kerrin McEvoy,Peter Hiatt,62,67,3
Class 5,4yo+,1637,Good,12,8,Phred (GB),4,G,156,Graham Lee,R F Johnson Houghton,65,67,4
Class 5,4yo+,1637,Good,12,10,Oscar Pepper (USA),7,G,155,Noel Fehily,David Barron,64,62,5
Class 5,4yo+,1637,Good,12,7,Active Account (USA),7,G,157,Brian Harding,Heather Dalton,66,62,6
Class 5,4yo+,1637,Good,12,9,Yorker (USA),6,G,156,Tony Culhane,Ms Deborah J Evans,65,59,7
Class 5,4yo+,1637,Good,12,4,Reap (GB),6,G,158,Carl Llewellyn,Jeff Pearce,67,60,8
